	01. Ring of Fortune.mp3		Ring of Fortune		佐々木恵梨		320000		4:20		10		4.33937375		D:\williamlun\TSDM專輯\01. Ring of Fortune.mp3	
	19. O.battle.mp3		O.battle		岩崎琢		320000		3:8		7		3.13904708333333		D:\williamlun\TSDM專輯\[160921] TVアニメ「クオリディア・コード」オリジナルサウンドトラック [320K]\19. O.battle.mp3	
	20. Agnus Dei.mp3		Agnus Dei		岩崎琢		320000		3:27		8		3.44903333333333		D:\williamlun\TSDM專輯\[160921] TVアニメ「クオリディア・コード」オリジナルサウンドトラック [320K]\20. Agnus Dei.mp3	
	21. TIME TO GO.mp3		TIME TO GO		宇多良カナリア starring 石川由依		320000		3:19		8		3.31189041666667		D:\williamlun\TSDM專輯\[160921] TVアニメ「クオリディア・コード」オリジナルサウンドトラック [320K]\21. TIME TO GO.mp3	
	01. ワガママMIRROR HEART.mp3		ワガママMIRROR HEART		大橋彩香		320000		4:35		11		4.5823125		D:\williamlun\TSDM專輯\[170118]ワガママMIRROR HEART 大橋彩香[320k]\01. ワガママMIRROR HEART.mp3	
	01. カオスシンドローム.mp3		カオスシンドローム		鈴木このみ		320000		4:26		10		4.42906083333333		D:\williamlun\TSDM專輯\[170222] TVアニメ「CHAOS;CHILD」EDテーマ「カオスシンドローム」／鈴木このみ [320K]\01. カオスシンドローム.mp3	
	02. White clover.mp3		White clover		鈴木このみ		320000		3:36		8		3.59270708333333		D:\williamlun\TSDM專輯\[170222] TVアニメ「CHAOS;CHILD」EDテーマ「カオスシンドローム」／鈴木このみ [320K]\02. White clover.mp3	
	03. カオスシンドローム (Instrumental).mp3		カオスシンドローム (Instrumental)		鈴木このみ		320000		4:26		10		4.42601291666667		D:\williamlun\TSDM專輯\[170222] TVアニメ「CHAOS;CHILD」EDテーマ「カオスシンドローム」／鈴木このみ [320K]\03. カオスシンドローム (Instrumental).mp3	
	04. White clover (Instrumental).mp3		White clover (Instrumental)		鈴木このみ		320000		3:33		8		3.54438041666667		D:\williamlun\TSDM專輯\[170222] TVアニメ「CHAOS;CHILD」EDテーマ「カオスシンドローム」／鈴木このみ [320K]\04. White clover (Instrumental).mp3	
	01. Love is MY RAIL.mp3		Love is MY RAIL		鈴木このみ		320000		4:49		11		4.81219		D:\williamlun\TSDM專輯\[170308] 鈴木このみ 3rdアルバム「lead」[320K]\01. Love is MY RAIL.mp3	
	02. 「わたし」をくれたみんなへ.mp3		「わたし」をくれたみんなへ		鈴木このみ		320000		4:0		9		4.00021708333333		D:\williamlun\TSDM專輯\[170308] 鈴木このみ 3rdアルバム「lead」[320K]\02. 「わたし」をくれたみんなへ.mp3	
	03. yell!～くちびるからはじまる魔法～.mp3		yell!～くちびるからはじまる魔法～		鈴木このみ		320000		4:9		10		4.15738708333333		D:\williamlun\TSDM專輯\[170308] 鈴木このみ 3rdアルバム「lead」[320K]\03. yell!～くちびるからはじまる魔法～.mp3	
	04. One day sky.mp3		One day sky		鈴木このみ		320000		4:43		11		4.71466625		D:\williamlun\TSDM專輯\[170308] 鈴木このみ 3rdアルバム「lead」[320K]\04. One day sky.mp3	
	05. Tears BREAKER with piano -inst-.mp3		Tears BREAKER with piano -inst-		鈴木このみ		320000		5:6		12		5.09561833333333		D:\williamlun\TSDM專輯\[170308] 鈴木このみ 3rdアルバム「lead」[320K]\05. Tears BREAKER with piano -inst-.mp3	
	06. MY SHINING RAY.mp3		MY SHINING RAY		鈴木このみ		320000		4:46		11		4.76734625		D:\williamlun\TSDM專輯\[170308] 鈴木このみ 3rdアルバム「lead」[320K]\06. MY SHINING RAY.mp3	
	07. BE THE ONE.mp3		BE THE ONE		鈴木このみ		320000		3:57		9		3.94492458333333		D:\williamlun\TSDM專輯\[170308] 鈴木このみ 3rdアルバム「lead」[320K]\07. BE THE ONE.mp3	
	08. Absolute Soul.mp3		Absolute Soul		鈴木このみ		320000		4:44		11		4.7277275		D:\williamlun\TSDM專輯\[170308] 鈴木このみ 3rdアルバム「lead」[320K]\08. Absolute Soul.mp3	
	09. 東のシンドバッド.mp3		東のシンドバッド		鈴木このみ		320000		4:14		10		4.22530541666667		D:\williamlun\TSDM專輯\[170308] 鈴木このみ 3rdアルバム「lead」[320K]\09. 東のシンドバッド.mp3	
	10. Beat your Heart.mp3		Beat your Heart		鈴木このみ		320000		4:6		9		4.09687		D:\williamlun\TSDM專輯\[170308] 鈴木このみ 3rdアルバム「lead」[320K]\10. Beat your Heart.mp3	
	11. Redo.mp3		Redo		鈴木このみ		320000		4:20		10		4.33545541666667		D:\williamlun\TSDM專輯\[170308] 鈴木このみ 3rdアルバム「lead」[320K]\11. Redo.mp3	
	12. Moment.mp3		Moment		鈴木このみ		320000		4:16		10		4.26274791666667		D:\williamlun\TSDM專輯\[170308] 鈴木このみ 3rdアルバム「lead」[320K]\12. Moment.mp3	
	13. 全部君がいたから知ったんだ.mp3		全部君がいたから知ったんだ		鈴木このみ		320000		4:20		10		4.34155041666667		D:\williamlun\TSDM專輯\[170308] 鈴木このみ 3rdアルバム「lead」[320K]\13. 全部君がいたから知ったんだ.mp3	
	01. 二ヶ月後の君へ.mp3		二ヶ月後の君へ		Linked Horizon		320000		5:27		13		5.45175458333333		D:\williamlun\TSDM專輯\[170517]Linked Horizon 2ndアルバム「進撃の軌跡」[320K]\MP3\01. 二ヶ月後の君へ.mp3	
	02. 紅蓮の弓矢.mp3		紅蓮の弓矢		Linked Horizon		320000		5:11		12		5.17921041666667		D:\williamlun\TSDM專輯\[170517]Linked Horizon 2ndアルバム「進撃の軌跡」[320K]\MP3\02. 紅蓮の弓矢.mp3	
	03. 14文字の伝言.mp3		14文字の伝言		Linked Horizon		320000		5:27		13		5.4495775		D:\williamlun\TSDM專輯\[170517]Linked Horizon 2ndアルバム「進撃の軌跡」[320K]\MP3\03. 14文字の伝言.mp3	
	04. 紅蓮の座標.mp3		紅蓮の座標		Linked Horizon		320000		5:7		12		5.109115		D:\williamlun\TSDM專輯\[170517]Linked Horizon 2ndアルバム「進撃の軌跡」[320K]\MP3\04. 紅蓮の座標.mp3	
	05. 最期の戦果.mp3		最期の戦果		Linked Horizon		320000		5:29		13		5.47613541666667		D:\williamlun\TSDM專輯\[170517]Linked Horizon 2ndアルバム「進撃の軌跡」[320K]\MP3\05. 最期の戦果.mp3	
	06. 神の御業.mp3		神の御業		Linked Horizon		320000		2:19		5		2.32054375		D:\williamlun\TSDM專輯\[170517]Linked Horizon 2ndアルバム「進撃の軌跡」[320K]\MP3\06. 神の御業.mp3	
	07. 自由の翼.mp3		自由の翼		Linked Horizon		320000		5:32		13		5.533605		D:\williamlun\TSDM專輯\[170517]Linked Horizon 2ndアルバム「進撃の軌跡」[320K]\MP3\07. 自由の翼.mp3	
	08. 双翼のヒカリ.mp3		双翼のヒカリ		Linked Horizon		320000		5:5		12		5.09082958333333		D:\williamlun\TSDM專輯\[170517]Linked Horizon 2ndアルバム「進撃の軌跡」[320K]\MP3\08. 双翼のヒカリ.mp3	
	09. 自由の代償.mp3		自由の代償		Linked Horizon		320000		5:50		14		5.82922375		D:\williamlun\TSDM專輯\[170517]Linked Horizon 2ndアルバム「進撃の軌跡」[320K]\MP3\09. 自由の代償.mp3	
	10. 彼女は冷たい棺の中で.mp3		彼女は冷たい棺の中で		Linked Horizon		320000		5:19		13		5.32201291666667		D:\williamlun\TSDM專輯\[170517]Linked Horizon 2ndアルバム「進撃の軌跡」[320K]\MP3\10. 彼女は冷たい棺の中で.mp3	
	11. 心臓を捧げよ！.mp3		心臓を捧げよ！		Linked Horizon		320000		5:41		14		5.69121041666667		D:\williamlun\TSDM專輯\[170517]Linked Horizon 2ndアルバム「進撃の軌跡」[320K]\MP3\11. 心臓を捧げよ！.mp3	
	01. Overture.mp3		Overture		藤澤慶昌		320000		1:43		4		1.70884291666667		D:\williamlun\TSDM專輯\[170712] ノーゲーム・ノーライフ コンプリートソングス「NO SONG NO LIFE」[320K]\01. Overture.mp3	
	02. オラシオン.mp3		オラシオン		白(CV.茅野愛衣)		320000		4:38		11		4.62672041666667		D:\williamlun\TSDM專輯\[170712] ノーゲーム・ノーライフ コンプリートソングス「NO SONG NO LIFE」[320K]\02. オラシオン.mp3	
	03. Yes,my master my lord.mp3		Yes,my master my lord		ジブリール(CV.田村ゆかり)		320000		4:50		12		4.83657083333333		D:\williamlun\TSDM專輯\[170712] ノーゲーム・ノーライフ コンプリートソングス「NO SONG NO LIFE」[320K]\03. Yes,my master my lord.mp3	
	04. おねがい☆すにゃいぱー.mp3		おねがい☆すにゃいぱー		初瀬いづな(CV.沢城みゆき)		320000		3:28		8		3.47297916666667		D:\williamlun\TSDM專輯\[170712] ノーゲーム・ノーライフ コンプリートソングス「NO SONG NO LIFE」[320K]\04. おねがい☆すにゃいぱー.mp3	
	05. Bias Hacker.mp3		Bias Hacker		白(CV.茅野愛衣)、ステファニー・ドーラ(CV.日笠陽子)、ジブリール(CV.田村ゆかり)		320000		3:39		9		3.64799958333333		D:\williamlun\TSDM專輯\[170712] ノーゲーム・ノーライフ コンプリートソングス「NO SONG NO LIFE」[320K]\05. Bias Hacker.mp3	
	06. Light of Hope.mp3		Light of Hope		ステファニー・ドーラ(CV.日笠陽子)		320000		3:41		9		3.68239416666667		D:\williamlun\TSDM專輯\[170712] ノーゲーム・ノーライフ コンプリートソングス「NO SONG NO LIFE」[320K]\06. Light of Hope.mp3	
	07. =ONESELF.mp3		=ONESELF		白(CV.茅野愛衣)		320000		4:19		10		4.31978166666667		D:\williamlun\TSDM專輯\[170712] ノーゲーム・ノーライフ コンプリートソングス「NO SONG NO LIFE」[320K]\07. =ONESELF.mp3	
	08. オラシオン (鈴木このみアレンジカバーver).mp3		オラシオン (鈴木このみアレンジカバーver)		鈴木このみ		320000		4:37		11		4.608435		D:\williamlun\TSDM專輯\[170712] ノーゲーム・ノーライフ コンプリートソングス「NO SONG NO LIFE」[320K]\08. オラシオン (鈴木このみアレンジカバーver).mp3	
	09. This game.mp3		This game		鈴木このみ		320000		4:45		11		4.74427166666667		D:\williamlun\TSDM專輯\[170712] ノーゲーム・ノーライフ コンプリートソングス「NO SONG NO LIFE」[320K]\09. This game.mp3	
	10. THERE IS A REASON.mp3		THERE IS A REASON		鈴木このみ		320000		4:52		12		4.86704708333333		D:\williamlun\TSDM專輯\[170712] ノーゲーム・ノーライフ コンプリートソングス「NO SONG NO LIFE」[320K]\10. THERE IS A REASON.mp3	
	01.ドラマ「Dear Trainer ～オープニング～」.mp3		ドラマ「Dear Trainer ～オープニング～」		スペシャルウィーク (CV.和氣あず未)、サイレンススズカ (CV.高野麻里佳)、トウカイテイオー (CV.Machico)、エアシャカール(CV.津田美波)		320000		3:27		8		3.456435		D:\williamlun\TSDM專輯\[180613]ゲーム『ウマ娘 プリティーダービー』STARTING GATE 12[320K+BK(JPG)]\MP3\01.ドラマ「Dear Trainer ～オープニング～」.mp3	
	02.ドラマ「Dear Trainer ～完全勝利のために～」.mp3		ドラマ「Dear Trainer ～完全勝利のために～」		スペシャルウィーク (CV.和氣あず未)、サイレンススズカ (CV.高野麻里佳)、トウカイテイオー (CV.Machico)、エアシャカール(CV.津田美波)		320000		3:55		9		3.92185		D:\williamlun\TSDM專輯\[180613]ゲーム『ウマ娘 プリティーダービー』STARTING GATE 12[320K+BK(JPG)]\MP3\02.ドラマ「Dear Trainer ～完全勝利のために～」.mp3	
	03.ドラマ「Dear Trainer ～エアシャカール～」.mp3		ドラマ「Dear Trainer ～エアシャカール～」		スペシャルウィーク (CV.和氣あず未)、サイレンススズカ (CV.高野麻里佳)、トウカイテイオー (CV.Machico)、エアシャカール(CV.津田美波)		320000		1:11		2		1.1903125		D:\williamlun\TSDM專輯\[180613]ゲーム『ウマ娘 プリティーダービー』STARTING GATE 12[320K+BK(JPG)]\MP3\03.ドラマ「Dear Trainer ～エアシャカール～」.mp3	
	04.Air Race.mp3		Air Race		エアシャカール(CV.津田美波)		320000		4:27		10		4.45082958333333		D:\williamlun\TSDM專輯\[180613]ゲーム『ウマ娘 プリティーダービー』STARTING GATE 12[320K+BK(JPG)]\MP3\04.Air Race.mp3	
	05.ドラマ「Dear Trainer ～色のない私～」.mp3		ドラマ「Dear Trainer ～色のない私～」		スペシャルウィーク (CV.和氣あず未)、サイレンススズカ (CV.高野麻里佳)、トウカイテイオー (CV.Machico)、マンハッタンカフェ(CV.小倉唯)、エアシャカール(CV.津田美波)		320000		5:52		14		5.86971375		D:\williamlun\TSDM專輯\[180613]ゲーム『ウマ娘 プリティーダービー』STARTING GATE 12[320K+BK(JPG)]\MP3\05.ドラマ「Dear Trainer ～色のない私～」.mp3	
	06.ドラマ「Dear Trainer ～マンハッタンカフェ～」.mp3		ドラマ「Dear Trainer ～マンハッタンカフェ～」		スペシャルウィーク (CV.和氣あず未)、サイレンススズカ (CV.高野麻里佳)、トウカイテイオー (CV.Machico)、マンハッタンカフェ(CV.小倉唯)		320000		1:51		4		1.85208125		D:\williamlun\TSDM專輯\[180613]ゲーム『ウマ娘 プリティーダービー』STARTING GATE 12[320K+BK(JPG)]\MP3\06.ドラマ「Dear Trainer ～マンハッタンカフェ～」.mp3	
	07.楽園.mp3		楽園		マンハッタンカフェ(CV.小倉唯)		320000		4:15		10		4.25447583333333		D:\williamlun\TSDM專輯\[180613]ゲーム『ウマ娘 プリティーダービー』STARTING GATE 12[320K+BK(JPG)]\MP3\07.楽園.mp3	
	08.ドラマ「Dear Trainer ～夢とか憧れとか～」.mp3		ドラマ「Dear Trainer ～夢とか憧れとか～」		スペシャルウィーク(CV.和氣あず未)、サイレンススズカ(CV.高野麻里佳)、トウカイテイオー(CV.Machico)、マンハッタンカフェ(CV.小倉唯)、エアシャカール(CV.津田美波)、ナイスネイチャ(CV.前田佳織里)		320000		7:60		19		7.99956416666667		D:\williamlun\TSDM專輯\[180613]ゲーム『ウマ娘 プリティーダービー』STARTING GATE 12[320K+BK(JPG)]\MP3\08.ドラマ「Dear Trainer ～夢とか憧れとか～」.mp3	
	09.ドラマ「Dear Trainer ～ナイスネイチャ～」.mp3		ドラマ「Dear Trainer ～ナイスネイチャ～」		スペシャルウィーク(CV.和氣あず未)、トウカイテイオー(CV.Machico)、ナイスネイチャ(CV.前田佳織里)		320000		1:10		2		1.17159125		D:\williamlun\TSDM專輯\[180613]ゲーム『ウマ娘 プリティーダービー』STARTING GATE 12[320K+BK(JPG)]\MP3\09.ドラマ「Dear Trainer ～ナイスネイチャ～」.mp3	
	10.アウト・オブ・トライアングル.mp3		アウト・オブ・トライアングル		ナイスネイチャ(CV.前田佳織里)		320000		4:6		9		4.10165916666667		D:\williamlun\TSDM專輯\[180613]ゲーム『ウマ娘 プリティーダービー』STARTING GATE 12[320K+BK(JPG)]\MP3\10.アウト・オブ・トライアングル.mp3	
	11.ドラマ「Dear Trainer ～エンディング～」.mp3		ドラマ「Dear Trainer ～エンディング～」		スペシャルウィーク(CV.和氣あず未)、サイレンススズカ(CV.高野麻里佳)、トウカイテイオー(CV.Machico)、マンハッタンカフェ(CV.小倉唯)、エアシャカール(CV.津田美波)、ナイスネイチャ(CV.前田佳織里)		320000		2:60		7		2.99885666666667		D:\williamlun\TSDM專輯\[180613]ゲーム『ウマ娘 プリティーダービー』STARTING GATE 12[320K+BK(JPG)]\MP3\11.ドラマ「Dear Trainer ～エンディング～」.mp3	
	12.Go This Way.mp3		Go This Way		マンハッタンカフェ(CV.小倉唯)、エアシャカール(CV.津田美波)、ナイスネイチャ(CV.前田佳織里)		320000		4:60		11		4.99809458333333		D:\williamlun\TSDM專輯\[180613]ゲーム『ウマ娘 プリティーダービー』STARTING GATE 12[320K+BK(JPG)]\MP3\12.Go This Way.mp3	
	13.うまぴょい伝説.mp3		うまぴょい伝説		マンハッタンカフェ(CV.小倉唯)、エアシャカール(CV.津田美波)、ナイスネイチャ(CV.前田佳織里)		320000		4:27		10		4.45648916666667		D:\williamlun\TSDM專輯\[180613]ゲーム『ウマ娘 プリティーダービー』STARTING GATE 12[320K+BK(JPG)]\MP3\13.うまぴょい伝説.mp3	
	01. かごめかごめ.mp3		かごめかごめ		叶月ゆら		320000		0:34		1		0.572951666666667		D:\williamlun\TSDM專輯\[20110501][清風明月]宵闇恋想奇譚(flac+cue+BK)\01. かごめかごめ.mp3	
	02. 宵闇花火.mp3		宵闇花火		叶月ゆら		320000		5:7		12		5.12217625		D:\williamlun\TSDM專輯\[20110501][清風明月]宵闇恋想奇譚(flac+cue+BK)\02. 宵闇花火.mp3	
	03. 龍と桜巫女.mp3		龍と桜巫女		叶月ゆら		320000		4:1		9		4.01980916666667		D:\williamlun\TSDM專輯\[20110501][清風明月]宵闇恋想奇譚(flac+cue+BK)\03. 龍と桜巫女.mp3	
	04. 幻燈遊郭.mp3		幻燈遊郭		叶月ゆら		320000		3:46		9		3.7677275		D:\williamlun\TSDM專輯\[20110501][清風明月]宵闇恋想奇譚(flac+cue+BK)\04. 幻燈遊郭.mp3	
	05. 十六夜童歌.mp3		十六夜童歌		叶月ゆら		320000		1:56		4		1.93872041666667		D:\williamlun\TSDM專輯\[20110501][清風明月]宵闇恋想奇譚(flac+cue+BK)\05. 十六夜童歌.mp3	
	06. とおりゃんせ.mp3		とおりゃんせ		叶月ゆら		320000		0:60		2		0.994829583333333		D:\williamlun\TSDM專輯\[20110501][清風明月]宵闇恋想奇譚(flac+cue+BK)\06. とおりゃんせ.mp3	
	07. 宵闇花火　instrumental.mp3		宵闇花火　instrumental		Drop		320000		5:8		12		5.12653		D:\williamlun\TSDM專輯\[20110501][清風明月]宵闇恋想奇譚(flac+cue+BK)\07. 宵闇花火　instrumental.mp3	
	08. 龍と桜巫女　instrumental.mp3		龍と桜巫女　instrumental		Drop		320000		4:1		9		4.01937375		D:\williamlun\TSDM專輯\[20110501][清風明月]宵闇恋想奇譚(flac+cue+BK)\08. 龍と桜巫女　instrumental.mp3	
	09. 幻燈遊郭　instrumental.mp3		幻燈遊郭　instrumental		Drop		320000		3:46		9		3.77121041666667		D:\williamlun\TSDM專輯\[20110501][清風明月]宵闇恋想奇譚(flac+cue+BK)\09. 幻燈遊郭　instrumental.mp3	
	10. 十六夜童歌　instrumental.mp3		十六夜童歌　instrumental		Drop		320000		1:55		4		1.91129208333333		D:\williamlun\TSDM專輯\[20110501][清風明月]宵闇恋想奇譚(flac+cue+BK)\10. 十六夜童歌　instrumental.mp3	
	01. Swordland.mp3		Swordland		梶浦由記		320000		3:18		7		3.29229875		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\01. Swordland.mp3	
	02. Feel Uneasy.mp3		Feel Uneasy		梶浦由記		320000		1:41		4		1.67793125		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\02. Feel Uneasy.mp3	
	03. Everyday Life.mp3		Everyday Life		梶浦由記		320000		1:54		4		1.90824416666667		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\03. Everyday Life.mp3	
	04. Quiet Strain.mp3		Quiet Strain		梶浦由記		320000		1:58		4		1.95961833333333		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\04. Quiet Strain.mp3	
	05. No Way.mp3		No Way		梶浦由記		320000		1:44		4		1.74149625		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\05. No Way.mp3	
	06. Stand At Bay.mp3		Stand At Bay		梶浦由記		320000		1:10		2		1.17376833333333		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\06. Stand At Bay.mp3	
	07. Weird Place.mp3		Weird Place		梶浦由記		320000		2:10		5		2.15902		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\07. Weird Place.mp3	
	08. Survive The Swordland.mp3		Survive The Swordland		梶浦由記		320000		2:16		5		2.27047583333333		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\08. Survive The Swordland.mp3	
	09. Taut Nerves.mp3		Taut Nerves		梶浦由記		320000		1:58		4		1.96397208333333		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\09. Taut Nerves.mp3	
	10. A Tense Situation.mp3		A Tense Situation		梶浦由記		320000		2:32		6		2.525605		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\10. A Tense Situation.mp3	
	11. A Strategy Meeting.mp3		A Strategy Meeting		梶浦由記		320000		1:46		4		1.77327833333333		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\11. A Strategy Meeting.mp3	
	12. In Your Past.mp3		In Your Past		梶浦由記		320000		1:38		3		1.6269925		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\12. In Your Past.mp3	
	13. March Down.mp3		March Down		梶浦由記		320000		1:52		4		1.87036666666667		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\13. March Down.mp3	
	14. Left In Suspense.mp3		Left In Suspense		梶浦由記		320000		2:13		5		2.21605375		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\14. Left In Suspense.mp3	
	15. We Have To Defeat It.mp3		We Have To Defeat It		梶浦由記		320000		1:50		4		1.83248916666667		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\15. We Have To Defeat It.mp3	
	16. At Our Parting.mp3		At Our Parting		梶浦由記		320000		1:25		3		1.41496541666667		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\16. At Our Parting.mp3	
	17. Confront Battle.mp3		Confront Battle		梶浦由記		320000		2:42		6		2.69322375		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\17. Confront Battle.mp3	
	18. At Our Parting -Piano Only.mp3		At Our Parting -Piano Only		梶浦由記		320000		1:25		3		1.41844833333333		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\18. At Our Parting -Piano Only.mp3	
	19. Luminous Sword.mp3		Luminous Sword		梶浦由記		320000		2:29		5		2.4877275		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\19. Luminous Sword.mp3	
	20. At Our Patring -Vc Only.mp3		At Our Patring -Vc Only		梶浦由記		320000		0:47		1		0.786285		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\20. At Our Patring -Vc Only.mp3	
	21. A Close Battle.mp3		A Close Battle		梶浦由記		320000		1:55		4		1.91695166666667		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\21. A Close Battle.mp3	
	22. A Tender Feeling.mp3		A Tender Feeling		梶浦由記		320000		2:7		5		2.11765916666667		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\22. A Tender Feeling.mp3	
	23. A Narrow Escape.mp3		A Narrow Escape		梶浦由記		320000		1:53		4		1.88255708333333		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\23. A Narrow Escape.mp3	
	24. He Rules Us.mp3		He Rules Us		梶浦由記		320000		2:36		6		2.60745541666667		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\24. He Rules Us.mp3	
	25. Fight!.mp3		Fight!		梶浦由記		320000		2:7		5		2.12331916666667		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\25. Fight!.mp3	
	26. A Tiny Love.mp3		A Tiny Love		梶浦由記		320000		1:45		4		1.75804041666667		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\26. A Tiny Love.mp3	
	27. Smile For Me.mp3		Smile For Me		梶浦由記		320000		1:39		3		1.6557275		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\27. Smile For Me.mp3	
	28. Gracefully.mp3		Gracefully		梶浦由記		320000		1:50		4		1.83814916666667		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\28. Gracefully.mp3	
	29. A Squabble.mp3		A Squabble		梶浦由記		320000		1:22		3		1.36533291666667		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\29. A Squabble.mp3	
	30. With My Friend.mp3		With My Friend		梶浦由記		320000		1:25		3		1.4232375		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\30. With My Friend.mp3	
	31. The First Town.mp3		The First Town		梶浦由記		320000		1:54		4		1.90302		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\31. The First Town.mp3	
	32. At Nightfall.mp3		At Nightfall		梶浦由記		320000		1:57		4		1.95482958333333		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\32. At Nightfall.mp3	
	33. Despaired.mp3		Despaired		梶浦由記		320000		1:22		3		1.36750958333333		D:\williamlun\TSDM專輯\[20130123]『ソードアート・オンライン』BD VOL.4 Original Soundtrack Vol.1[320K+BK]\33. Despaired.mp3	
	02. 丹及仁(Instrumental).mp3		漸う夢の如く(Instrumental)		HiZuMi		320000		3:20		8		3.34019		D:\williamlun\TSDM專輯\[TSDM@抹茶星冰乐](C84)(同人音楽)(東方)[幽閉サテライト] 漸う夢の如く (320K+BK)\02. 丹及仁(Instrumental).mp3	
	漸う夢の如く.mp3		漸う夢の如く		senya		320000		3:20		8		3.34019		D:\williamlun\TSDM專輯\[TSDM@抹茶星冰乐](C84)(同人音楽)(東方)[幽閉サテライト] 漸う夢の如く (320K+BK)\漸う夢の如く.mp3	
	Across The Borderline.mp3		? - Across The Border		?  ?		320000		2:10		5		2.16434833333333		D:\williamlun\TSDM專輯\[天使动漫www.tsdm.net]コードギアス 反逆のルルーシュ R2 O.S.T（中川幸太郎／ 黒石ひとみ）(ape+cue+BMP)rr3%.rar\Across The Borderline.mp3	
	ALI PROJECT - 傢偑麧偨偟埆偺壺[Tv Ver.].mp3		ALI PROJECT - ?		?  ?		320000		1:35		3		1.57877416666667		D:\williamlun\TSDM專輯\[天使动漫www.tsdm.net]コードギアス 反逆のルルーシュ R2 O.S.T（中川幸太郎／ 黒石ひとみ）(ape+cue+BMP)rr3%.rar\ALI PROJECT - 傢偑麧偨偟埆偺壺[Tv Ver.].mp3	
